,Timestamp_x,From Bank_x,Account_x,To Bank_x,Account.1_x,Amount Received_x,Receiving Currency_x,Amount Paid_x,Payment Currency_x,Payment Format_x,Is Laundering_x,EdgeID,from_id_x,to_id_x,Amount Sent_x,Sent Currency_x,Received Currency_x,Timestamp_y,From Bank_y,Account_y,To Bank_y,Account.1_y,Amount Received_y,Receiving Currency_y,Amount Paid_y,Payment Currency_y,Payment Format_y,Is Laundering_y,from_id_y,to_id_y,Amount Sent_y,Sent Currency_y,Received Currency_y,Edge_ID,Prediction,True_Label,predicted_label
10,2022/08/01 00:24,11,8003289F0,249457,825F4B630,45.39,US Dollar,45.39,US Dollar,Credit Card,0,10,12,13,45.39,0,0,2022/08/01 03:29,2776.0,8004D9DD0,0.0,800620F20,0.63,US Dollar,0.63,US Dollar,Cheque,0.0,15.0,16.0,0.63,0.0,0.0,10.0,-0.15304497,0.0,0.4618132649885025
11,2022/08/01 00:22,0,800815DE0,0,800815DE0,23.4,US Dollar,23.4,US Dollar,Reinvestment,0,11,14,14,23.4,0,0,2022/08/01 03:25,741.0,800B8D4E0,0.0,800EA99A0,17260.61,US Dollar,17260.61,US Dollar,Cheque,0.0,17.0,18.0,17260.61,0.0,0.0,11.0,-0.25884932,0.0,0.4356465918367342
12,2022/08/01 00:17,0,800A39060,0,800A39060,34776847.1,US Dollar,34776847.1,US Dollar,Reinvestment,0,12,15,15,34776847.1,0,0,2022/08/01 03:55,13676.0,821AAF4C0,0.0,821AAF850,603.5,US Dollar,603.5,US Dollar,ACH,0.0,19.0,20.0,603.5,0.0,0.0,12.0,-0.12612285,0.0,0.4685110176380392
13,2022/08/01 00:14,0,800A39060,2310,800A39B80,4332.0,US Dollar,4332.0,US Dollar,Cheque,0,13,15,16,4332.0,0,0,2022/08/01 04:08,0.0,8002FE020,0.0,8002FE020,165330.49,US Dollar,165330.49,US Dollar,Reinvestment,0.0,21.0,21.0,165330.49,0.0,0.0,13.0,-0.16821142,0.0,0.4580460226487153
14,2022/08/01 00:06,20,800A39BD0,4011,8430C6190,59.37,US Dollar,59.37,US Dollar,Credit Card,0,14,17,18,59.37,0,0,2022/08/01 04:50,2310.0,80032A7A0,0.0,8003A3AA0,99835.5,US Dollar,99835.5,US Dollar,ACH,0.0,22.0,23.0,99835.5,0.0,0.0,14.0,-0.14226581,0.0,0.4644934137840298
15,2022/08/01 00:25,20,800ACD160,20,800ACD160,1293.21,US Dollar,1293.21,US Dollar,Reinvestment,0,15,19,19,1293.21,0,0,2022/08/01 04:59,1601.0,80077C5F0,0.0,80078AFF0,2649.88,US Dollar,2649.88,US Dollar,ACH,0.0,24.0,25.0,2649.88,0.0,0.0,15.0,-0.0790434,0.0,0.4802494321597468
16,2022/08/01 00:19,1313,800AB4D90,20,800ACD890,601783.0,US Dollar,601783.0,US Dollar,Cheque,0,16,20,21,601783.0,0,0,2022/08/01 04:56,2310.0,8007878B0,0.0,80078AFF0,5226.89,US Dollar,5226.89,US Dollar,ACH,0.0,26.0,25.0,5226.89,0.0,0.0,16.0,-0.13937107,0.0,0.4652135228458208
17,2022/08/01 00:04,31620,800BA9350,0,800ABF260,0.01,US Dollar,0.01,US Dollar,Cheque,0,17,22,23,0.01,0,0,2022/08/01 04:52,2954.0,8007879A0,0.0,80078AFF0,31774.68,US Dollar,31774.68,US Dollar,ACH,0.0,27.0,25.0,31774.68,0.0,0.0,17.0,-0.16020024,0.0,0.4600353748641242
18,2022/08/01 00:06,0,800ABF260,0,800ABF260,7.29,US Dollar,7.29,US Dollar,Reinvestment,0,18,23,23,7.29,0,0,2022/08/01 04:49,214.0,800789360,0.0,80078AFF0,22046.61,US Dollar,22046.61,US Dollar,ACH,0.0,28.0,25.0,22046.61,0.0,0.0,18.0,-0.2363024,0.0,0.4411977663264492
19,2022/08/01 00:16,20,800ACD160,20,800ACD160,19.72,US Dollar,19.72,US Dollar,Reinvestment,0,19,19,19,19.72,0,0,2022/08/01 04:56,2310.0,80078ACE0,0.0,80078AFF0,22673.66,US Dollar,22673.66,US Dollar,ACH,0.0,29.0,25.0,22673.66,0.0,0.0,19.0,-0.116750374,0.0,0.4708455151936275
20,2022/08/01 00:08,20,800ACD890,53518,814FFFC60,44.9,US Dollar,44.9,US Dollar,Credit Card,0,20,21,24,44.9,0,0,2022/08/01 04:51,1818.0,8007894F0,0.0,80078AFF0,10036.54,US Dollar,10036.54,US Dollar,ACH,0.0,30.0,25.0,10036.54,0.0,0.0,20.0,-0.18333746,0.0,0.4542935893696547
21,2022/08/01 00:17,11,800BAFE20,11,800BAFE20,1292.36,US Dollar,1292.36,US Dollar,Reinvestment,0,21,25,25,1292.36,0,0,2022/08/01 04:58,718.0,80078AAB0,0.0,80078AFF0,7904.11,US Dollar,7904.11,US Dollar,ACH,0.0,31.0,25.0,7904.11,0.0,0.0,21.0,-0.093524665,0.0,0.4766358615109652
22,2022/08/01 00:04,1601,800BAB2F0,0,800CC3480,511637.03,US Dollar,511637.03,US Dollar,Cheque,0,22,26,27,511637.03,0,0,2022/08/01 04:55,1208.0,80077C550,0.0,80078AFF0,34717.34,US Dollar,34717.34,US Dollar,ACH,0.0,32.0,25.0,34717.34,0.0,0.0,22.0,-0.1479718,0.0,0.463074401268727
23,2022/08/01 00:00,32248,80056BBD0,11,800BAFE20,12373.74,US Dollar,12373.74,US Dollar,ACH,0,23,28,25,12373.74,0,0,2022/08/01 04:49,0.0,847EDEB10,0.0,847EDEB10,22.95,US Dollar,22.95,US Dollar,Reinvestment,0.0,33.0,33.0,22.95,0.0,0.0,23.0,-0.16638288,0.0,0.4584999738674079
24,2022/08/01 00:16,11,800BAFE20,20,800CCE3D0,626872.0,US Dollar,626872.0,US Dollar,ACH,0,24,25,29,626872.0,0,0,2022/08/01 05:22,0.0,800EEAE70,0.0,800EEAE70,20.96,US Dollar,20.96,US Dollar,Reinvestment,0.0,34.0,34.0,20.96,0.0,0.0,24.0,-0.15673995,0.0,0.4608950387128239
25,2022/08/01 00:16,0,800EC5EB0,0,800EC5EB0,12995.31,US Dollar,12995.31,US Dollar,Reinvestment,0,25,30,30,12995.31,0,0,2022/08/01 05:16,0.0,819138970,0.0,819138970,387490.9,US Dollar,387490.9,US Dollar,Reinvestment,0.0,35.0,35.0,387490.9,0.0,0.0,25.0,-0.1685049,0.0,0.4579731701110229
26,2022/08/01 00:23,0,800CC3480,86993,82208C8C0,43.99,US Dollar,43.99,US Dollar,Credit Card,0,26,27,31,43.99,0,0,2022/08/12 15:27,115.0,8000E5F00,0.0,80048A8F0,16263.93,US Dollar,16263.93,US Dollar,ACH,1.0,36.0,37.0,16263.93,0.0,0.0,26.0,-0.22698121,1.0,0.4434970775429874
27,2022/08/01 00:14,20,800CCE3D0,120090,81B22E1C0,19.61,US Dollar,19.61,US Dollar,Credit Card,0,27,29,32,19.61,0,0,2022/08/13 15:52,3.0,8001697B0,0.0,80048A8F0,2908.69,US Dollar,2908.69,US Dollar,ACH,1.0,38.0,37.0,2908.69,0.0,0.0,27.0,-0.16387016,1.0,0.459123891062469
28,2022/08/01 00:26,0,800CCE690,235792,81B2A80E0,27.56,US Dollar,27.56,US Dollar,Credit Card,0,28,33,34,27.56,0,0,2022/08/01 06:04,215275.0,808EF5650,0.0,808EF5C70,4848.71,US Dollar,4848.71,US Dollar,ACH,0.0,39.0,40.0,4848.71,0.0,0.0,28.0,-0.23668349,0.0,0.4411038136288832
29,2022/08/01 00:05,0,801480F70,1922,80146E870,191.0,US Dollar,191.0,US Dollar,ACH,0,29,35,36,191.0,0,0,2022/08/01 06:49,0.0,80010EFC0,0.0,80010EFC0,4093.51,Euro,4796.71,US Dollar,ACH,0.0,41.0,41.0,4796.71,0.0,1.0,29.0,-0.1200093,0.0,0.4700336315860267
30,2022/08/01 00:14,20,80147EED0,867,80146ED80,2070101.0,US Dollar,2070101.0,US Dollar,ACH,0,30,37,38,2070101.0,0,0,2022/08/01 08:20,0.0,800212480,20.0,8002104D0,3946.04,US Dollar,3946.04,US Dollar,ACH,0.0,42.0,43.0,3946.04,0.0,0.0,30.0,-0.04679643,0.0,0.4883030270278997
31,2022/08/01 00:08,20,801470F00,20,801470F00,167.4,US Dollar,167.4,US Dollar,Reinvestment,0,31,39,39,167.4,0,0,2022/08/01 08:53,11.0,80039D740,0.0,8012C7300,12458.17,US Dollar,12458.17,US Dollar,Cheque,0.0,44.0,45.0,12458.17,0.0,0.0,31.0,-0.24454811,0.0,0.4391658467619033
32,2022/08/01 00:01,20,80147EED0,20,80147EED0,10354.6,US Dollar,10354.6,US Dollar,Reinvestment,0,32,37,37,10354.6,0,0,2022/08/01 08:33,11.0,80039D740,0.0,8012C7300,17548.84,US Dollar,17548.84,US Dollar,Credit Card,0.0,44.0,45.0,17548.84,0.0,0.0,32.0,-0.25605115,0.0,0.4363346695586478
33,2022/08/01 00:06,0,80147EA00,13514,805C5B2B0,3.45,US Dollar,3.45,US Dollar,Credit Card,0,33,40,41,3.45,0,0,2022/08/01 08:48,1601.0,800437D60,0.0,8018C8DC0,460.8,US Dollar,460.8,US Dollar,Credit Card,0.0,46.0,47.0,460.8,0.0,0.0,33.0,-0.15486187,0.0,0.4613617208936638
34,2022/08/01 00:09,2310,801485B00,20,800EBEB80,640945.0,US Dollar,640945.0,US Dollar,ACH,0,34,42,43,640945.0,0,0,2022/08/01 09:05,2310.0,800229A30,0.0,80035B160,372805.54,US Dollar,372805.54,US Dollar,Cheque,0.0,48.0,49.0,372805.54,0.0,0.0,34.0,-0.24997763,0.0,0.4378290051412907
35,2022/08/01 00:24,2310,801485B00,20,80148BB80,877182.0,US Dollar,877182.0,US Dollar,Cheque,0,35,42,44,877182.0,0,0,2022/08/01 09:32,15978.0,803709EB0,0.0,80D16E400,1876579.41,US Dollar,1876579.41,US Dollar,Cheque,0.0,50.0,51.0,1876579.41,0.0,0.0,35.0,-0.24176827,0.0,0.4398506345090952
36,2022/08/01 00:10,20,800EBEB80,27934,807964FE0,70.96,US Dollar,70.96,US Dollar,Credit Card,0,36,43,45,70.96,0,0,2022/08/01 10:22,0.0,800349060,0.0,800435180,605.3,US Dollar,605.3,US Dollar,Credit Card,0.0,52.0,53.0,605.3,0.0,0.0,36.0,-0.14862338,0.0,0.4629123986014666
37,2022/08/01 00:12,20,80148BB80,2147575,84515B2C0,91.07,US Dollar,91.07,US Dollar,Credit Card,0,37,44,46,91.07,0,0,2022/08/01 10:04,1924.0,808BD9F30,0.0,81F256670,24.09,US Dollar,24.09,US Dollar,Credit Card,0.0,54.0,55.0,24.09,0.0,0.0,37.0,-0.14710474,0.0,0.4632899909215189
38,2022/08/01 00:21,0,800074AD0,952,8014951B0,71211.0,US Dollar,71211.0,US Dollar,ACH,0,38,47,48,71211.0,0,0,2022/08/01 12:07,718.0,8005F3540,0.0,800A4F620,24642.94,US Dollar,24642.94,US Dollar,Cheque,0.0,56.0,57.0,24642.94,0.0,0.0,38.0,-0.1307969,0.0,0.4673473131142904
39,2022/08/01 00:06,20,801495AA0,246084,832ADA770,22.21,US Dollar,22.21,US Dollar,Credit Card,0,39,49,50,22.21,0,0,2022/08/01 12:45,11.0,800194A50,0.0,800338500,171.69,US Dollar,171.69,US Dollar,Cheque,0.0,58.0,59.0,171.69,0.0,0.0,39.0,-0.25849408,0.0,0.4357339326553737
40,2022/08/01 00:29,867,8014A0F00,11,800ADB630,2.67,US Dollar,2.67,US Dollar,Credit Card,0,40,51,52,2.67,0,0,2022/08/01 13:13,741.0,800DD81F0,0.0,800DD81A0,573.62,US Dollar,573.62,US Dollar,ACH,0.0,60.0,61.0,573.62,0.0,0.0,40.0,-0.114705324,0.0,0.4713550696371391
41,2022/08/01 00:15,11,801663840,11,801663840,2038.57,US Dollar,2038.57,US Dollar,Reinvestment,0,41,53,53,2038.57,0,0,2022/08/01 13:57,0.0,8180696A0,0.0,8180696A0,134388.49,US Dollar,134388.49,US Dollar,Reinvestment,0.0,62.0,62.0,134388.49,0.0,0.0,41.0,-0.1688446,0.0,0.4578888463123137
42,2022/08/01 00:12,11,800072260,23435,801660FF0,2783.0,US Dollar,2783.0,US Dollar,Cheque,0,42,54,55,2783.0,0,0,2022/08/01 14:15,718.0,800B42450,0.0,801F350A0,13474.14,US Dollar,13474.14,US Dollar,Credit Card,0.0,63.0,64.0,13474.14,0.0,0.0,42.0,-0.26299998,0.0,0.4346263901886017
43,2022/08/01 00:05,20,80184FF60,214,80183E520,27040.0,US Dollar,27040.0,US Dollar,Cheque,0,43,56,57,27040.0,0,0,2022/08/01 14:25,6109.0,802F921F0,0.0,802F99BA0,3582.93,US Dollar,3582.93,US Dollar,ACH,0.0,65.0,66.0,3582.93,0.0,0.0,43.0,-0.05390807,0.0,0.4865262453260637
44,2022/08/01 00:16,0,8018A8EA0,0,8018A8EA0,1189.31,US Dollar,1189.31,US Dollar,Reinvestment,0,44,58,58,1189.31,0,0,2022/08/01 14:12,15325.0,802F95910,0.0,802F99BA0,3413.76,US Dollar,3413.76,US Dollar,ACH,0.0,67.0,66.0,3413.76,0.0,0.0,44.0,-0.14410375,0.0,0.4640362758684915
45,2022/08/01 00:13,11,800072260,2310,80183F300,50615.0,US Dollar,50615.0,US Dollar,Cheque,0,45,54,59,50615.0,0,0,2022/08/01 14:19,27512.0,801AA9980,0.0,802F99BA0,3846.41,US Dollar,3846.41,US Dollar,ACH,0.0,68.0,66.0,3846.41,0.0,0.0,45.0,-0.073594704,0.0,0.4816096237172009
46,2022/08/01 00:19,20,80183E4D0,2135152,8489DDAE0,32.79,US Dollar,32.79,US Dollar,Credit Card,0,46,60,61,32.79,0,0,2022/08/01 14:08,1046.0,801AA9A20,0.0,802F99BA0,3228.67,US Dollar,3228.67,US Dollar,ACH,0.0,69.0,66.0,3228.67,0.0,0.0,46.0,-0.23177958,0.0,0.4423131274907237
47,2022/08/01 00:18,20,80184FF60,20,80184FF60,19.1,US Dollar,19.1,US Dollar,Reinvestment,0,47,56,56,19.1,0,0,2022/08/01 14:12,4744.0,801AAD300,0.0,802F99BA0,1194.22,US Dollar,1194.22,US Dollar,ACH,0.0,70.0,66.0,1194.22,0.0,0.0,47.0,-0.13542369,0.0,0.4661957247213723
48,2022/08/01 00:20,0,8018A8EA0,0,8018A8EA0,16.31,US Dollar,16.31,US Dollar,Reinvestment,0,48,58,58,16.31,0,0,2022/08/01 14:08,25580.0,802F99B00,0.0,802F99BA0,1099.95,US Dollar,1099.95,US Dollar,ACH,0.0,71.0,66.0,1099.95,0.0,0.0,48.0,-0.17880267,0.0,0.4554180444865119
49,2022/08/01 00:25,20,800070770,14031,801DB7F80,122643.0,US Dollar,122643.0,US Dollar,ACH,0,49,62,63,122643.0,0,0,2022/08/01 14:25,1601.0,802F93D10,0.0,802F99BA0,3012.27,US Dollar,3012.27,US Dollar,ACH,0.0,72.0,66.0,3012.27,0.0,0.0,49.0,-0.0343902,0.0,0.4914032972498622
50,2022/08/01 00:08,1488,801CEFCD0,20,804FF6150,36.73,US Dollar,36.73,US Dollar,Credit Card,0,50,64,65,36.73,0,0,2022/08/01 14:12,24833.0,801AAD090,0.0,802F99BA0,2982.31,US Dollar,2982.31,US Dollar,ACH,0.0,73.0,66.0,2982.31,0.0,0.0,50.0,-0.11369076,0.0,0.471607885480552
51,2022/08/01 00:16,24689,801DB4850,11,801544530,1.02,US Dollar,1.02,US Dollar,Credit Card,0,51,66,67,1.02,0,0,2022/08/01 14:26,23435.0,802F99A60,0.0,802F99BA0,1422.03,US Dollar,1422.03,US Dollar,ACH,0.0,74.0,66.0,1422.03,0.0,0.0,51.0,-0.016240302,0.0,0.4959400137338459
52,2022/08/01 00:14,20,801DC70B0,15019,802376010,40839293.0,US Dollar,40839293.0,US Dollar,Cheque,0,52,68,69,40839293.0,0,0,2022/08/01 14:10,11796.0,801AAD440,0.0,802F99BA0,789.16,US Dollar,789.16,US Dollar,ACH,0.0,75.0,66.0,789.16,0.0,0.0,52.0,-0.15652214,0.0,0.4609491585989577
53,2022/08/01 00:04,20,802376060,20,802376060,5331.62,US Dollar,5331.62,US Dollar,Reinvestment,0,53,70,70,5331.62,0,0,2022/08/01 14:14,13688.0,801AAB550,0.0,802F99BA0,1085.06,US Dollar,1085.06,US Dollar,ACH,0.0,76.0,66.0,1085.06,0.0,0.0,53.0,-0.090018764,0.0,0.4775104936966409
54,2022/08/01 00:21,11,801DCD760,17364,8038D0D10,13.39,US Dollar,13.39,US Dollar,Credit Card,0,54,71,72,13.39,0,0,2022/08/01 14:38,0.0,82259EAE0,0.0,82259EAE0,20.58,US Dollar,20.58,US Dollar,Reinvestment,0.0,77.0,77.0,20.58,0.0,0.0,54.0,-0.17020933,0.0,0.4575501034755023
55,2022/08/01 00:05,0,800075150,28313,80313FDD0,32574.0,US Dollar,32574.0,US Dollar,ACH,0,55,73,74,32574.0,0,0,2022/08/01 15:09,20.0,8008E1EA0,0.0,803DECDB0,632.54,US Dollar,632.54,US Dollar,Credit Card,0.0,78.0,79.0,632.54,0.0,0.0,55.0,-0.1426486,0.0,0.4643982001694094
56,2022/08/01 00:06,20,800104D20,5610,8032D2A40,879.0,US Dollar,879.0,US Dollar,Cheque,0,56,4,75,879.0,0,0,2022/08/01 16:16,0.0,801480F70,0.0,801480F70,14637.16,US Dollar,14637.16,US Dollar,Reinvestment,0.0,80.0,80.0,14637.16,0.0,0.0,56.0,-0.17313132,0.0,0.4568249618443005
57,2022/08/01 00:14,0,80006C140,27453,80345B620,50000.0,US Dollar,50000.0,US Dollar,ACH,0,57,76,77,50000.0,0,0,2022/08/01 16:26,2310.0,80033FE50,0.0,8017035C0,288.41,US Dollar,288.41,US Dollar,Cheque,0.0,81.0,82.0,288.41,0.0,0.0,57.0,-0.14169633,0.0,0.4646350686910091
58,2022/08/01 00:00,11,803D16140,119393,839F91F70,43.15,US Dollar,43.15,US Dollar,Credit Card,0,58,78,79,43.15,0,0,2022/08/01 16:03,2310.0,80033FE50,0.0,8017035C0,76.89,US Dollar,76.89,US Dollar,Credit Card,0.0,81.0,82.0,76.89,0.0,0.0,58.0,-0.16754925,0.0,0.45821040419994
59,2022/08/01 00:04,20,80147EED0,14031,804386250,10026.0,US Dollar,10026.0,US Dollar,ACH,0,59,37,80,10026.0,0,0,2022/09/03 13:58,57107.0,824BF4150,0.0,800ED43D0,8680.48,US Dollar,8680.48,US Dollar,ACH,1.0,83.0,84.0,8680.48,0.0,0.0,59.0,-0.09854397,1.0,0.4753839246592621
60,2022/08/01 00:26,0,8044230B0,0,8044230B0,19.53,US Dollar,19.53,US Dollar,Reinvestment,0,60,81,81,19.53,0,0,2022/08/01 16:30,20.0,800A4A6E0,0.0,801B745B0,4824.31,US Dollar,4824.31,US Dollar,Cheque,0.0,85.0,86.0,4824.31,0.0,0.0,60.0,-0.14212787,0.0,0.4645277250486296
61,2022/08/01 00:21,11,8046480B0,11,8046480B0,10.48,US Dollar,10.48,US Dollar,Reinvestment,0,61,82,82,10.48,0,0,2022/08/01 16:59,20.0,800A4A6E0,0.0,801B745B0,12487.86,US Dollar,12487.86,US Dollar,Cash,0.0,85.0,86.0,12487.86,0.0,0.0,61.0,-0.11925359,0.0,0.4702218847253152
62,2022/08/01 00:15,11,804649AF0,2597,802588380,20.83,US Dollar,20.83,US Dollar,Credit Card,0,62,83,84,20.83,0,0,2022/08/01 17:22,1601.0,8003F61F0,0.0,800462890,435.21,US Dollar,435.21,US Dollar,ACH,0.0,87.0,88.0,435.21,0.0,0.0,62.0,-0.25419864,0.0,0.4367903419394615
63,2022/08/01 00:15,0,8047E6770,0,8047E6770,3893.18,US Dollar,3893.18,US Dollar,Reinvestment,0,63,85,85,3893.18,0,0,2022/08/01 17:04,131380.0,818307C80,0.0,818308460,1560.44,US Dollar,1560.44,US Dollar,ACH,0.0,89.0,90.0,1560.44,0.0,0.0,63.0,-0.23867822,0.0,0.4406121082996117
64,2022/08/01 00:26,312393,8047E6C70,0,8047E6770,2647.24,US Dollar,2647.24,US Dollar,ACH,0,64,86,85,2647.24,0,0,2022/08/01 17:47,214.0,8005960A0,0.0,8027ED0D0,1564.01,US Dollar,1564.01,US Dollar,ACH,0.0,91.0,92.0,1564.01,0.0,0.0,64.0,-0.10403094,0.0,0.4740156952314371
65,2022/08/01 00:20,0,804A7A6F0,124877,848019F00,290.1,US Dollar,290.1,US Dollar,Credit Card,0,65,87,88,290.1,0,0,2022/08/01 17:53,28313.0,8069102C0,0.0,806910180,2473.29,US Dollar,2473.29,US Dollar,ACH,0.0,93.0,94.0,2473.29,0.0,0.0,65.0,-0.07981746,0.0,0.4800562220723548
66,2022/08/01 00:04,10542,804EC2F30,11,801D00530,22.97,US Dollar,22.97,US Dollar,Credit Card,0,66,89,90,22.97,0,0,2022/08/01 17:44,25932.0,8069100E0,0.0,806910180,1165.27,US Dollar,1165.27,US Dollar,ACH,0.0,95.0,94.0,1165.27,0.0,0.0,66.0,-0.22953616,0.0,0.4428665882876407
67,2022/08/01 00:11,11,8052F6A40,111632,8122C6990,175.65,US Dollar,175.65,US Dollar,Credit Card,0,67,91,92,175.65,0,0,2022/08/01 18:05,0.0,800343840,214.0,80032C230,2069.36,US Dollar,2069.36,US Dollar,ACH,0.0,96.0,97.0,2069.36,0.0,0.0,67.0,-0.12619843,0.0,0.4684921976246419
68,2022/08/01 00:15,0,8052FB7A0,21418,802FA5830,289.96,US Dollar,289.96,US Dollar,Credit Card,0,68,93,94,289.96,0,0,2022/08/01 18:10,1208.0,80032B620,0.0,8020AECD0,222.32,US Dollar,222.32,US Dollar,Credit Card,0.0,98.0,99.0,222.32,0.0,0.0,68.0,-0.16872838,0.0,0.4579176953548214
69,2022/08/01 00:03,0,8000474C0,0,8000474C0,11.21,US Dollar,11.21,US Dollar,Reinvestment,0,69,95,95,11.21,0,0,2022/08/01 18:11,0.0,821957F50,0.0,821957F50,14.27,US Dollar,14.27,US Dollar,Reinvestment,0.0,9.0,9.0,14.27,0.0,0.0,69.0,-0.074852556,0.0,0.4812955934358886
70,2022/08/01 00:16,0,800047930,0,800047930,169390.13,US Dollar,169390.13,US Dollar,Reinvestment,0,70,96,96,169390.13,0,0,2022/08/01 18:45,26134.0,802428B60,0.0,80B1D0180,4232.26,US Dollar,4232.26,US Dollar,Credit Card,0.0,100.0,101.0,4232.26,0.0,0.0,70.0,-0.14668187,0.0,0.4633951401821581
71,2022/08/01 00:02,20,80006DDA0,20,80006DDA0,1064597.11,US Dollar,1064597.11,US Dollar,Reinvestment,0,71,97,97,1064597.11,0,0,2022/08/01 19:07,0.0,800ABF260,0.0,800ABF260,13199.9,US Dollar,13199.9,US Dollar,Reinvestment,0.0,1.0,1.0,13199.9,0.0,0.0,71.0,-0.17210671,0.0,0.4570792156106021
72,2022/08/01 00:00,0,80006DFE0,0,80006DFE0,19.18,US Dollar,19.18,US Dollar,Reinvestment,0,72,98,98,19.18,0,0,,,,,,,,,,,,,,,,,,,,
73,2022/08/01 00:12,0,80006C140,0,80006C140,23.48,US Dollar,23.48,US Dollar,Reinvestment,0,73,76,76,23.48,0,0,2022/08/01 19:25,8341.0,80368E8F0,0.0,80368E940,34999.49,US Dollar,34999.49,US Dollar,Cheque,0.0,104.0,105.0,34999.49,0.0,0.0,73.0,-0.13274612,0.0,0.4668621174036856
74,2022/08/01 00:27,20,80006E620,20,80006E620,163068.64,US Dollar,163068.64,US Dollar,Reinvestment,0,74,99,99,163068.64,0,0,2022/08/01 19:21,741.0,803689A50,0.0,80368E940,17318.62,US Dollar,17318.62,US Dollar,ACH,0.0,106.0,105.0,17318.62,0.0,0.0,74.0,-0.16159314,0.0,0.4596893938795427
