Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Laundering Type
2022/09/02 09:35,0275027,81C5B34A0,0266946,81A4AFE20,763621.80,Ruble,763621.80,Ruble,ACH,1,FAN-IN
2022/09/04 17:13,015,81C5B2A60,0266946,81A4AFE20,19082.30,Ruble,19082.30,Ruble,ACH,1,FAN-IN
2022/09/05 12:09,026,81C5B2870,0266946,81A4AFE20,1306642.42,Ruble,1306642.42,Ruble,ACH,1,FAN-IN
2022/09/05 16:09,0072043,81A4AFE70,0266946,81A4AFE20,1409305.96,Ruble,1409305.96,Ruble,ACH,1,FAN-IN
2022/09/05 17:52,0175986,81C5B3BD0,0266946,81A4AFE20,324388.99,Ruble,324388.99,Ruble,ACH,1,FAN-IN
2022/09/01 00:08,024583,8061C1E10,0057138,81B11B9C0,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/09/01 11:10,0057138,81B11B9C0,0018500,8096A9720,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/09/02 10:06,0018500,8096A9720,0122120,80C6A8560,77206819.93,Euro,77206819.93,Euro,ACH,1,CYCLE
2022/09/03 15:05,0122120,80C6A8560,026967,802F695A0,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/09/04 12:21,026967,802F695A0,024583,8061C1E10,90469674.17,US Dollar,90469674.17,US Dollar,ACH,1,CYCLE
2022/09/01 00:10,0125344,810E70660,0214872,80651B5B0,11226.65,Euro,11226.65,Euro,ACH,1,GATHER-SCATTER
2022/09/02 01:51,0131458,80DCE6DB0,0214872,80651B5B0,11440.73,Euro,11440.73,Euro,ACH,1,GATHER-SCATTER
2022/09/02 07:27,0212859,808ED0920,0214872,80651B5B0,2317.16,Euro,2317.16,Euro,ACH,1,GATHER-SCATTER
2022/09/02 09:19,0277109,81D3BE660,0214872,80651B5B0,2710.20,Euro,2710.20,Euro,ACH,1,GATHER-SCATTER
2022/09/02 10:11,0026682,80C354EE0,0214872,80651B5B0,2937.53,Euro,2937.53,Euro,ACH,1,GATHER-SCATTER
2022/09/03 16:22,0220538,81C92D9B0,0214872,80651B5B0,333.95,Euro,333.95,Euro,ACH,1,GATHER-SCATTER
2022/09/05 07:22,01924,8005613C0,0214872,80651B5B0,10461.73,Euro,10461.73,Euro,ACH,1,GATHER-SCATTER
2022/09/06 16:20,0123117,812199E60,0214872,80651B5B0,5591.22,Euro,5591.22,Euro,ACH,1,GATHER-SCATTER
2022/09/06 14:58,0214872,80651B5B0,012582,805373C30,5857.92,US Dollar,5857.92,US Dollar,ACH,1,GATHER-SCATTER
2022/09/06 15:20,0214872,80651B5B0,0131185,80D581110,14730.63,US Dollar,14730.63,US Dollar,ACH,1,GATHER-SCATTER
2022/09/06 15:33,0214872,80651B5B0,0024750,80DC08D20,18933.28,US Dollar,18933.28,US Dollar,ACH,1,GATHER-SCATTER
2022/09/07 13:44,0214872,80651B5B0,0252970,818D63A40,6778.88,US Dollar,6778.88,US Dollar,ACH,1,GATHER-SCATTER
2022/09/07 14:19,0214872,80651B5B0,0018184,806B65040,30447.07,Yuan,30447.07,Yuan,ACH,1,GATHER-SCATTER
2022/09/07 16:43,0214872,80651B5B0,0042957,8122A7750,4249.59,US Dollar,4249.59,US Dollar,ACH,1,GATHER-SCATTER
2022/09/08 03:21,0214872,80651B5B0,0014639,809185370,12214.79,Euro,12214.79,Euro,ACH,1,GATHER-SCATTER
2022/09/08 16:10,0214872,80651B5B0,024528,818E4EBA0,9197.51,US Dollar,9197.51,US Dollar,ACH,1,GATHER-SCATTER
2022/09/08 16:43,0214872,80651B5B0,0295119,822CE0270,5848.39,Canadian Dollar,5848.39,Canadian Dollar,ACH,1,GATHER-SCATTER
2022/09/08 22:46,0214872,80651B5B0,024833,80748D450,10850.86,US Dollar,10850.86,US Dollar,ACH,1,GATHER-SCATTER
2022/09/09 15:15,0214872,80651B5B0,0110200,8153501B0,12599.13,US Dollar,12599.13,US Dollar,ACH,1,GATHER-SCATTER
2022/09/10 01:34,0214872,80651B5B0,0249712,8133BA3C0,16726.13,Euro,16726.13,Euro,ACH,1,GATHER-SCATTER
2022/09/10 05:09,0214872,80651B5B0,0023608,813567280,15612.36,US Dollar,15612.36,US Dollar,ACH,1,GATHER-SCATTER
2022/09/11 05:14,0214872,80651B5B0,0235362,80DBE1E40,1818051.94,Euro,1818051.94,Euro,ACH,1,GATHER-SCATTER
2022/09/11 18:35,0214872,80651B5B0,025222,80B90D210,7781.41,US Dollar,7781.41,US Dollar,ACH,1,GATHER-SCATTER
2022/09/12 11:33,0214872,80651B5B0,0015027,811386CF0,12565.89,US Dollar,12565.89,US Dollar,ACH,1,GATHER-SCATTER
2022/09/01 19:51,01213,80084C830,00519,800A985D0,15206.94,Euro,15206.94,Euro,ACH,1,BIPARTITE
2022/09/01 18:16,01553,800BB9C30,01347,80074BD60,2266.59,Euro,2266.59,Euro,ACH,1,BIPARTITE
2022/09/03 14:40,02776,800D01610,00718,800496D30,13525.85,US Dollar,13525.85,US Dollar,ACH,1,BIPARTITE
2022/09/02 00:08,00357,8002FBC20,011054,800C1C130,13065.12,Euro,13065.12,Euro,ACH,1,BIPARTITE
2022/09/03 06:11,02310,800279EA0,01213,800509260,8707.67,Euro,8707.67,Euro,ACH,1,BIPARTITE
2022/09/03 18:06,01553,80085E8B0,011081,8007E1A10,17618.21,US Dollar,17618.21,US Dollar,ACH,1,BIPARTITE
2022/09/02 19:32,00867,80062BE20,021,8006A5050,118150.60,Yuan,118150.60,Yuan,ACH,1,BIPARTITE
2022/09/01 12:47,001148,80074D820,021617,800DF8C10,5117406.94,Euro,5117406.94,Euro,ACH,1,BIPARTITE
2022/09/01 00:44,0251958,81317DE50,0055690,814D07C80,1418289.25,Yen,1418289.25,Yen,ACH,1,CYCLE
2022/09/01 09:42,0055690,814D07C80,0118693,807400F80,14188.02,US Dollar,14188.02,US Dollar,ACH,1,CYCLE
2022/09/03 02:34,0118693,807400F80,002396,8116D7BA0,13126.68,Euro,13126.68,Euro,ACH,1,CYCLE
2022/09/01 16:43,002396,8116D7BA0,0112979,808597000,13052.46,Euro,13052.46,Euro,ACH,1,CYCLE
2022/09/01 14:47,0112979,808597000,018781,803AEDEB0,12221.46,Euro,12221.46,Euro,ACH,1,CYCLE
2022/09/02 20:08,018781,803AEDEB0,02464,80796D2B0,12631.04,Euro,12631.04,Euro,ACH,1,CYCLE
2022/09/03 20:00,02464,80796D2B0,0123000,80D88D680,11764.25,Euro,11764.25,Euro,ACH,1,CYCLE
2022/09/03 07:57,0123000,80D88D680,0251958,81317DE50,1452954.80,Yen,1452954.80,Yen,ACH,1,CYCLE
2022/09/01 00:39,0272142,81C387B50,0074621,81C387820,774265.27,Ruble,774265.27,Ruble,ACH,1,FAN-IN
2022/09/03 19:19,0272142,81ACBE4A0,0074621,81C387820,1182157.97,Ruble,1182157.97,Ruble,ACH,1,FAN-IN
2022/09/02 21:34,0293977,8232A24D0,0295764,823DD25D0,2601.74,UK Pound,2601.74,UK Pound,ACH,1,STACK
2022/09/06 17:03,0295764,823DD25D0,0293977,8232A24D0,2585.21,UK Pound,2585.21,UK Pound,ACH,1,STACK
2022/09/03 15:34,0095274,823DD2B80,0297435,823DD2F90,13289.99,UK Pound,13289.99,UK Pound,ACH,1,STACK
2022/09/04 14:41,0297435,823DD2F90,0097075,823DD2390,13289.99,UK Pound,13289.99,UK Pound,ACH,1,STACK
2022/09/01 00:52,018824,8057DE230,0224668,80EF3EEE0,16264.08,Yuan,16264.08,Yuan,ACH,1,FAN-OUT
2022/09/01 09:10,018824,8057DE230,02310,802850070,5749.51,US Dollar,5749.51,US Dollar,ACH,1,FAN-OUT
2022/09/02 13:20,018824,8057DE230,011054,80128D900,21157441.34,Euro,21157441.34,Euro,ACH,1,FAN-OUT
2022/09/03 02:08,018824,8057DE230,0115290,815EEA7F0,1819.85,US Dollar,1819.85,US Dollar,ACH,1,FAN-OUT
2022/09/04 00:02,018824,8057DE230,0216924,808C676A0,10269.15,Euro,10269.15,Euro,ACH,1,FAN-OUT
2022/09/04 19:42,018824,8057DE230,000,8006699C0,14276.13,US Dollar,14276.13,US Dollar,ACH,1,FAN-OUT
2022/09/05 04:06,018824,8057DE230,025644,8116C4770,10813.94,US Dollar,10813.94,US Dollar,ACH,1,FAN-OUT
2022/09/01 00:30,0118247,80C104C20,013293,803C12A80,1528.98,Euro,1528.98,Euro,ACH,1,FAN-OUT
2022/09/01 17:57,0118247,80C104C20,0077333,81C60C4A0,15603.29,Ruble,15603.29,Ruble,ACH,1,FAN-OUT
2022/09/02 09:55,0118247,80C104C20,0011587,804C49F70,6029.30,US Dollar,6029.30,US Dollar,ACH,1,FAN-OUT
2022/09/02 12:07,0118247,80C104C20,01831,80772B2D0,5536.71,US Dollar,5536.71,US Dollar,ACH,1,FAN-OUT
2022/09/02 14:02,0118247,80C104C20,0275027,81BC5F900,1471016947.86,Ruble,1471016947.86,Ruble,ACH,1,FAN-OUT
2022/09/02 22:28,0118247,80C104C20,007061,80916BB00,13411.02,US Dollar,13411.02,US Dollar,ACH,1,FAN-OUT
2022/09/03 13:36,0118247,80C104C20,0210842,81CC31150,9094.60,Euro,9094.60,Euro,ACH,1,FAN-OUT
2022/09/03 14:43,0118247,80C104C20,0229892,80C212E20,9827.31,Yuan,9827.31,Yuan,ACH,1,FAN-OUT
2022/09/04 05:06,0118247,80C104C20,001488,8150AA840,18648.37,US Dollar,18648.37,US Dollar,ACH,1,FAN-OUT
2022/09/05 21:30,0118247,80C104C20,0040999,813703640,28355.18,Yuan,28355.18,Yuan,ACH,1,FAN-OUT
2022/09/06 01:50,0118247,80C104C20,004424,80740C800,10695.74,Euro,10695.74,Euro,ACH,1,FAN-OUT
2022/09/06 14:26,0118247,80C104C20,0211052,804B9E350,4108.33,US Dollar,4108.33,US Dollar,ACH,1,FAN-OUT
2022/09/01 01:17,007317,81EBF2320,025418,8186B00E0,9053.77,Euro,9053.77,Euro,ACH,1,FAN-OUT
2022/09/01 08:47,007317,81EBF2320,0222473,81ECEA140,3064.82,US Dollar,3064.82,US Dollar,ACH,1,FAN-OUT
2022/09/02 18:06,007317,81EBF2320,0274125,81E268F90,9494.77,US Dollar,9494.77,US Dollar,ACH,1,FAN-OUT
2022/09/03 09:18,007317,81EBF2320,0215305,8148FB320,10931.26,US Dollar,10931.26,US Dollar,ACH,1,FAN-OUT
2022/09/03 17:02,007317,81EBF2320,0127196,823CE50B0,14821.17,Euro,14821.17,Euro,ACH,1,FAN-OUT
2022/09/04 02:17,007317,81EBF2320,016315,8032122D0,1362.15,US Dollar,1362.15,US Dollar,ACH,1,FAN-OUT
2022/09/04 08:58,007317,81EBF2320,0037523,8238E1C80,13764.65,US Dollar,13764.65,US Dollar,ACH,1,FAN-OUT
2022/09/04 10:40,007317,81EBF2320,027,8222B4560,9106.99,UK Pound,9106.99,UK Pound,ACH,1,FAN-OUT
2022/09/04 12:34,007317,81EBF2320,016121,80B384D80,10669.72,Euro,10669.72,Euro,ACH,1,FAN-OUT
2022/09/04 13:41,007317,81EBF2320,0023312,80B089450,14451.86,US Dollar,14451.86,US Dollar,ACH,1,FAN-OUT
2022/09/05 11:20,007317,81EBF2320,0110968,812A7A5C0,9377.93,US Dollar,9377.93,US Dollar,ACH,1,FAN-OUT
2022/09/06 08:26,007317,81EBF2320,011,81683A320,8377.46,US Dollar,8377.46,US Dollar,ACH,1,FAN-OUT
2022/09/06 19:49,007317,81EBF2320,0035862,811535460,104086.50,Yuan,104086.50,Yuan,ACH,1,FAN-OUT
2022/09/06 22:51,007317,81EBF2320,01208,801CEAF30,14668.77,US Dollar,14668.77,US Dollar,ACH,1,FAN-OUT
2022/09/01 01:14,0295228,824DBE020,006,821EBA890,728.99,UK Pound,728.99,UK Pound,ACH,1,FAN-IN
2022/09/05 11:08,0297167,8246DABE0,006,821EBA890,10503.68,UK Pound,10503.68,UK Pound,ACH,1,FAN-IN
2022/09/01 01:08,004214,803F94C40,007141,802D32B30,11222.60,US Dollar,11222.60,US Dollar,ACH,1,FAN-OUT
2022/09/01 11:54,004214,803F94C40,004,8145A8A70,1485189.94,Yen,1485189.94,Yen,ACH,1,FAN-OUT
2022/09/02 03:05,004214,803F94C40,0219086,82178F9D0,18593.30,US Dollar,18593.30,US Dollar,ACH,1,FAN-OUT
2022/09/03 05:57,004214,803F94C40,003556,803AD73E0,10364.47,Euro,10364.47,Euro,ACH,1,FAN-OUT
2022/09/04 08:37,004214,803F94C40,012963,80A13E570,11092.23,Euro,11092.23,Euro,ACH,1,FAN-OUT
2022/09/04 16:46,004214,803F94C40,0122953,813AB2DD0,18546.73,US Dollar,18546.73,US Dollar,ACH,1,FAN-OUT
2022/09/05 10:20,004214,803F94C40,0213639,80D000870,337.65,US Dollar,337.65,US Dollar,ACH,1,FAN-OUT
2022/09/05 10:43,004214,803F94C40,0135385,819C7F920,7709.53,US Dollar,7709.53,US Dollar,ACH,1,FAN-OUT
2022/09/06 18:32,004214,803F94C40,0239708,810146030,6907.80,Yuan,6907.80,Yuan,ACH,1,FAN-OUT
2022/09/01 01:37,0037262,81C389DF0,0025268,81C389FE0,14047.21,US Dollar,14047.21,US Dollar,ACH,1,FAN-OUT
2022/09/01 01:36,01831,8005A0A00,02408,80027E270,5804.05,Euro,5804.05,Euro,ACH,1,FAN-IN
2022/09/01 14:22,02597,8003CBB10,02408,80027E270,10126.58,Euro,10126.58,Euro,ACH,1,FAN-IN
2022/09/01 14:35,02408,8002A80B0,02408,80027E270,9964.14,Euro,9964.14,Euro,ACH,1,FAN-IN
2022/09/01 16:01,02597,8005D9670,02408,80027E270,4495.99,Euro,4495.99,Euro,ACH,1,FAN-IN
2022/09/03 04:45,01538,80055E900,02408,80027E270,2928.89,Euro,2928.89,Euro,ACH,1,FAN-IN
2022/09/03 11:13,020,8004E9B60,02408,80027E270,15568.15,Euro,15568.15,Euro,ACH,1,FAN-IN
2022/09/04 05:52,000,800445AA0,02408,80027E270,10141.13,Euro,10141.13,Euro,ACH,1,FAN-IN
2022/09/04 11:45,011,800155780,02408,80027E270,5746.43,Euro,5746.43,Euro,ACH,1,FAN-IN
2022/09/04 13:14,00369,8003FD810,02408,80027E270,2755.46,Euro,2755.46,Euro,ACH,1,FAN-IN
2022/09/04 18:55,020,800453BB0,02408,80027E270,18313427.52,Euro,18313427.52,Euro,ACH,1,FAN-IN
2022/09/05 13:33,011,8003542E0,02408,80027E270,4424.62,Euro,4424.62,Euro,ACH,1,FAN-IN
2022/09/06 01:53,020,800386AB0,02408,80027E270,5453.79,Euro,5453.79,Euro,ACH,1,FAN-IN
2022/09/06 11:25,00117612,8521FBFD0,02408,80027E270,13062.49,Euro,13062.49,Euro,ACH,1,FAN-IN
2022/09/03 09:14,00718,8008B5B30,000,8005500F0,3380.45,US Dollar,3380.45,US Dollar,ACH,1,BIPARTITE
2022/09/02 18:57,001046,8007A8000,01208,800CEA4D0,8577.65,US Dollar,8577.65,US Dollar,ACH,1,BIPARTITE
2022/09/02 11:00,024528,80216DF70,011,801BA5360,6504.34,US Dollar,6504.34,US Dollar,ACH,1,BIPARTITE
2022/09/03 06:51,002416,8014614A0,012,80093B9F0,17035.61,Euro,17035.61,Euro,ACH,1,BIPARTITE
2022/09/01 08:43,001701,801108C50,022794,801F3CED0,15337.48,Euro,15337.48,Euro,ACH,1,BIPARTITE
2022/09/02 10:55,012425,80117CAA0,01922,8005DF7A0,13701.01,US Dollar,13701.01,US Dollar,ACH,1,BIPARTITE
2022/09/01 14:49,00952,800EB13F0,011315,800995320,6326.23,Euro,6326.23,Euro,ACH,1,BIPARTITE
2022/09/03 07:38,00718,8004A8F50,014,800188B30,16552.91,Euro,16552.91,Euro,ACH,1,BIPARTITE
2022/09/03 14:29,022602,800FB9EB0,020,80036DAB0,7536.68,US Dollar,7536.68,US Dollar,ACH,1,BIPARTITE
2022/09/03 15:36,021514,801299610,012,80016F1C0,5358.99,Euro,5358.99,Euro,ACH,1,BIPARTITE
2022/09/01 01:48,0131750,8107BFE60,0123000,809CB5FE0,7557.95,Euro,7557.95,Euro,ACH,1,FAN-IN
2022/09/01 07:28,0137532,819D116F0,0123000,809CB5FE0,327.44,Euro,327.44,Euro,ACH,1,FAN-IN
2022/09/01 12:26,008513,80B80C810,0123000,809CB5FE0,2005.89,Euro,2005.89,Euro,ACH,1,FAN-IN
2022/09/02 12:24,0135325,813081BB0,0123000,809CB5FE0,1169.79,Euro,1169.79,Euro,ACH,1,FAN-IN
2022/09/03 08:41,0014759,8063D9F10,0123000,809CB5FE0,856.79,Euro,856.79,Euro,ACH,1,FAN-IN
2022/09/03 17:04,013600,803437BB0,0123000,809CB5FE0,9196.64,Euro,9196.64,Euro,ACH,1,FAN-IN
2022/09/04 06:31,0234541,80CCA3400,0123000,809CB5FE0,11839.03,Euro,11839.03,Euro,ACH,1,FAN-IN
2022/09/04 12:57,0135385,811DEF960,0123000,809CB5FE0,12373.20,Euro,12373.20,Euro,ACH,1,FAN-IN
2022/09/05 11:22,0013104,80ACA28C0,0123000,809CB5FE0,14361.75,Euro,14361.75,Euro,ACH,1,FAN-IN
2022/09/05 14:00,0165620,81AD9B5B0,0123000,809CB5FE0,7614.89,Euro,7614.89,Euro,ACH,1,FAN-IN
2022/09/05 17:22,0259893,818550220,0123000,809CB5FE0,14119.23,Euro,14119.23,Euro,ACH,1,FAN-IN
2022/09/06 07:58,014992,807063F60,0123000,809CB5FE0,14860.88,Euro,14860.88,Euro,ACH,1,FAN-IN
2022/09/03 16:26,001148,8009F5930,011,8000764B0,5906.84,US Dollar,5906.84,US Dollar,ACH,1,STACK
2022/09/06 11:08,011,8000764B0,001827,800D2B0F0,5330.50,Euro,5330.50,Euro,ACH,1,STACK
2022/09/02 10:04,023,80008E810,004548,801D004E0,15978.83,US Dollar,15978.83,US Dollar,ACH,1,STACK
2022/09/03 13:06,004548,801D004E0,007720,805611BC0,15120.16,US Dollar,15120.16,US Dollar,ACH,1,STACK
2022/09/01 15:06,006138,8056335A0,00357,8009D78E0,2343.53,Euro,2343.53,Euro,ACH,1,STACK
2022/09/02 22:23,00357,8009D78E0,024833,803E694F0,2611.53,US Dollar,2611.53,US Dollar,ACH,1,STACK
2022/09/03 08:40,024329,8055D1130,005510,80203CA60,16119.88,Euro,16119.88,Euro,ACH,1,STACK
2022/09/03 15:24,005510,80203CA60,014027,801824DC0,18377.90,US Dollar,18377.90,US Dollar,ACH,1,STACK
2022/09/01 02:18,021418,8015F3220,02954,805FD62D0,17642.11,US Dollar,17642.11,US Dollar,ACH,1,CYCLE
2022/09/01 11:34,02954,805FD62D0,004011,81B2B2F40,19043.92,US Dollar,19043.92,US Dollar,ACH,1,CYCLE
2022/09/01 20:21,004011,81B2B2F40,0282,81A82A8D0,1380850.02,Ruble,1380850.02,Ruble,ACH,1,CYCLE
2022/09/02 08:41,0282,81A82A8D0,0225406,809652BD0,19587.86,US Dollar,19587.86,US Dollar,ACH,1,CYCLE
2022/09/03 12:45,0225406,809652BD0,0021811,8084FDFD0,15073.45,Euro,15073.45,Euro,ACH,1,CYCLE
2022/09/04 12:44,0021811,8084FDFD0,0013146,810757460,17548.26,US Dollar,17548.26,US Dollar,ACH,1,CYCLE
2022/09/04 15:44,0013146,810757460,015096,8025B3B40,13953.23,Euro,13953.23,Euro,ACH,1,CYCLE
2022/09/05 15:08,015096,8025B3B40,0034863,80FC159F0,14754.15,US Dollar,14754.15,US Dollar,ACH,1,CYCLE
2022/09/06 06:57,0034863,80FC159F0,020,804DEAFC0,15642.96,US Dollar,15642.96,US Dollar,ACH,1,CYCLE
2022/09/06 15:03,020,804DEAFC0,0115541,80D12E4D0,15642.96,US Dollar,15642.96,US Dollar,ACH,1,CYCLE
2022/09/06 19:41,0115541,80D12E4D0,021418,8015F3220,15642.96,US Dollar,15642.96,US Dollar,ACH,1,CYCLE
2022/09/01 02:10,0295532,8237E7AA0,0194968,8237E7A50,4269.59,UK Pound,4269.59,UK Pound,ACH,1,GATHER-SCATTER
2022/09/01 07:25,0194968,8237E7A50,0295532,8237E7AA0,4269.59,UK Pound,4269.59,UK Pound,ACH,1,GATHER-SCATTER
2022/09/01 02:05,0013747,81AC4A680,0020703,8107BDC40,2180.66,Euro,2180.66,Euro,ACH,1,FAN-IN
2022/09/01 11:34,0160298,818C07F40,0020703,8107BDC40,197.61,Euro,197.61,Euro,ACH,1,FAN-IN
2022/09/01 14:39,0159678,8163B2260,0020703,8107BDC40,11820.91,Euro,11820.91,Euro,ACH,1,FAN-IN
2022/09/03 11:40,0140486,80F73ECE0,0020703,8107BDC40,4147.95,Euro,4147.95,Euro,ACH,1,FAN-IN
2022/09/03 16:54,0247882,81C8E3F90,0020703,8107BDC40,5955.63,Euro,5955.63,Euro,ACH,1,FAN-IN
2022/09/04 11:49,0131226,819F2B820,0020703,8107BDC40,10692.70,Euro,10692.70,Euro,ACH,1,FAN-IN
2022/09/04 16:49,0152606,81489ACD0,0020703,8107BDC40,7360.16,Euro,7360.16,Euro,ACH,1,FAN-IN
2022/09/04 19:52,0243187,813A1DAC0,0020703,8107BDC40,16058.58,Euro,16058.58,Euro,ACH,1,FAN-IN
2022/09/04 22:59,0061294,818F310A0,0020703,8107BDC40,835.45,Euro,835.45,Euro,ACH,1,FAN-IN
2022/09/05 23:19,015598,8047F6050,0020703,8107BDC40,579.86,Euro,579.86,Euro,ACH,1,FAN-IN
2022/09/03 11:37,018252,8185B04C0,0274249,820B14D30,2450.73,US Dollar,2450.73,US Dollar,ACH,1,BIPARTITE
2022/09/01 17:57,0042356,81B873690,0015647,81C86A5D0,15938.45,Euro,15938.45,Euro,ACH,1,BIPARTITE
2022/09/03 06:15,0215185,80F8E0690,0027904,80B2573E0,1342.71,US Dollar,1342.71,US Dollar,ACH,1,BIPARTITE
2022/09/02 14:21,021617,8015D1E40,0237491,81E4E5710,9054.92,US Dollar,9054.92,US Dollar,ACH,1,BIPARTITE
2022/09/01 12:02,0076,815F3F080,0187939,82083E760,17043.61,Euro,17043.61,Euro,ACH,1,BIPARTITE
2022/09/03 09:04,0120389,80F287CB0,0249457,81274B190,18538.95,US Dollar,18538.95,US Dollar,ACH,1,BIPARTITE
2022/09/01 02:25,0196551,824F0D920,0095274,824F0D8D0,976.81,UK Pound,976.81,UK Pound,ACH,1,FAN-OUT
2022/09/01 02:38,024528,808E943A0,0283264,823D5E570,9887.43,US Dollar,9887.43,US Dollar,ACH,1,FAN-OUT
2022/09/01 18:05,024528,808E943A0,00741,801D96540,1284.62,US Dollar,1284.62,US Dollar,ACH,1,FAN-OUT
2022/09/02 13:15,024528,808E943A0,008456,81363F620,6682.13,US Dollar,6682.13,US Dollar,ACH,1,FAN-OUT
2022/09/04 11:15,024528,808E943A0,0110859,80E28C7F0,3951.25,US Dollar,3951.25,US Dollar,ACH,1,FAN-OUT
2022/09/05 12:34,024528,808E943A0,0221413,807FF0320,1035.19,US Dollar,1035.19,US Dollar,ACH,1,FAN-OUT
2022/09/01 02:39,015598,8022C7240,023375,801A1CEC0,1377.20,Euro,1377.20,Euro,ACH,1,SCATTER-GATHER
2022/09/06 12:38,023375,801A1CEC0,011054,80120B860,1313.95,Euro,1313.95,Euro,ACH,1,SCATTER-GATHER
2022/09/03 19:47,015598,8022C7240,012,80023E3F0,12170.84,Euro,12170.84,Euro,ACH,1,SCATTER-GATHER
2022/09/06 13:43,012,80023E3F0,011054,80120B860,11883.93,Euro,11883.93,Euro,ACH,1,SCATTER-GATHER
2022/09/05 16:37,015598,8022C7240,011798,8019EC9C0,14193.15,US Dollar,14193.15,US Dollar,ACH,1,SCATTER-GATHER
2022/09/07 01:10,011798,8019EC9C0,011054,80120B860,12047.76,Euro,12047.76,Euro,ACH,1,SCATTER-GATHER
2022/09/06 10:50,015598,8022C7240,00519,800A69E80,4297.96,Euro,4297.96,Euro,ACH,1,SCATTER-GATHER
2022/09/07 02:32,00519,800A69E80,011054,80120B860,4105.47,Euro,4105.47,Euro,ACH,1,SCATTER-GATHER
2022/09/02 14:43,017364,8038DA860,0256086,81E25E8A0,522.58,US Dollar,522.58,US Dollar,ACH,1,BIPARTITE
2022/09/01 02:46,015019,80C7D9AB0,0019795,80C283290,117817.69,Yuan,117817.69,Yuan,ACH,1,FAN-OUT
2022/09/03 11:49,015019,80C7D9AB0,021514,808A05270,9199.31,Euro,9199.31,Euro,ACH,1,FAN-OUT
2022/09/05 12:52,015019,80C7D9AB0,0119019,815BF24F0,2470.43,Euro,2470.43,Euro,ACH,1,FAN-OUT
2022/09/05 13:54,015019,80C7D9AB0,0223506,80AB1C740,6232.55,Euro,6232.55,Euro,ACH,1,FAN-OUT
